fpr,tpr,threshold
0.1414141414141414,0.4008559201141227,0.6325115860186603
0.14646464646464646,0.4008559201141227,0.6320678760037302
0.14646464646464646,0.43651925820256776,0.6169100663167708
0.15151515151515152,0.43651925820256776,0.6168596835663177
0.15151515151515152,0.4629101283880171,0.6070956789076979
0.15656565656565657,0.4629101283880171,0.606962789384636
0.15656565656565657,0.5078459343794579,0.5869586872981758
0.16161616161616163,0.5078459343794579,0.5868816488315369
0.16161616161616163,0.521398002853067,0.580436057404803
0.16666666666666666,0.521398002853067,0.5802854649083495
0.16666666666666666,0.5242510699001427,0.5794362152894382
0.17676767676767677,0.5242510699001427,0.5790498625420608
0.17676767676767677,0.5841654778887304,0.5572432802082861
0.18181818181818182,0.5841654778887304,0.5571682626516881
0.18181818181818182,0.5848787446504993,0.5569741852535741
0.18686868686868688,0.5848787446504993,0.5569521587076526
0.18686868686868688,0.6019971469329529,0.5508861838676926
0.1919191919191919,0.6019971469329529,0.5504876662523754
0.1919191919191919,0.6034236804564908,0.5502268192118972
0.19696969696969696,0.6034236804564908,0.5502168331148215
0.19696969696969696,0.6041369472182596,0.5496281047535498
0.20707070707070707,0.6041369472182596,0.5493812371211306
0.20707070707070707,0.6355206847360912,0.5361378972634145
0.21212121212121213,0.6355206847360912,0.5358793594051847
0.21212121212121213,0.651925820256776,0.5269039288420336
0.21717171717171718,0.651925820256776,0.5266709457784587
0.21717171717171718,0.6562054208273894,0.5255788400940117
0.2222222222222222,0.6562054208273894,0.5253806349892081
0.2222222222222222,0.6676176890156919,0.5206828917188363
0.22727272727272727,0.6676176890156919,0.5203686922387886
0.22727272727272727,0.6904422253922967,0.5121327688666182
0.23232323232323232,0.6904422253922967,0.5120230927263164
0.23232323232323232,0.6947218259629101,0.5106413552740855
0.23737373737373738,0.6947218259629101,0.5103820384014343
0.23737373737373738,0.703281027104137,0.5068427025570605
0.24242424242424243,0.703281027104137,0.5067588840969076
0.24242424242424243,0.7111269614835949,0.5039114307843086
0.2474747474747475,0.7111269614835949,0.5037716640645709
0.2474747474747475,0.7417974322396577,0.4925586261463012
0.25757575757575757,0.7417974322396577,0.4924214868943858
0.25757575757575757,0.7475035663338089,0.48965455253332524
0.26262626262626265,0.7475035663338089,0.48952090134808535
0.26262626262626265,0.7482168330955777,0.48930057502551555
0.2676767676767677,0.7482168330955777,0.4892786891823287
0.2676767676767677,0.7567760342368046,0.4830899226307575
0.2727272727272727,0.7567760342368046,0.4821651641381963
0.2727272727272727,0.7717546362339515,0.47030144402199253
0.2777777777777778,0.7717546362339515,0.4702744471930057
0.2777777777777778,0.775320970042796,0.46905315993874264
0.2828282828282828,0.775320970042796,0.46898703231477257
0.2828282828282828,0.7810271041369472,0.46596566829507047
0.2878787878787879,0.7810271041369472,0.46584971415513515
0.2878787878787879,0.7867332382310984,0.46291281703142906
0.29292929292929293,0.7867332382310984,0.46283428818788264
0.29292929292929293,0.7902995720399429,0.45947824270835386
0.30303030303030304,0.7902995720399429,0.4586766070838126
0.30303030303030304,0.8045649072753209,0.4516511955720348
0.30808080808080807,0.8045649072753209,0.4515739929481425
0.30808080808080807,0.8138373751783167,0.448186122436781
0.31313131313131315,0.8138373751783167,0.4480989834799705
0.31313131313131315,0.81811697574893,0.4468912512989707
0.3181818181818182,0.81811697574893,0.44634985307842656
0.3181818181818182,0.8223965763195435,0.4457373253919076
0.32323232323232326,0.8223965763195435,0.4455428218682553
0.32323232323232326,0.8259629101283881,0.44087316655532416
0.3282828282828283,0.8259629101283881,0.4406269958282698
0.3282828282828283,0.8266761768901569,0.44053131091740066
0.3434343434343434,0.8266761768901569,0.4396817567874164
0.3434343434343434,0.8288159771754636,0.43887403563607785
0.3484848484848485,0.8288159771754636,0.4387199055896349
0.3484848484848485,0.8302425106990015,0.43848147495042294
0.35353535353535354,0.8302425106990015,0.43846423039592775
0.35353535353535354,0.8316690442225392,0.4382799077084122
0.35858585858585856,0.8316690442225392,0.43798358643774415
0.35858585858585856,0.8580599144079886,0.4204715633484887
0.3686868686868687,0.8580599144079886,0.4198523365713873
0.3686868686868687,0.8594864479315264,0.41968263406932177
0.37373737373737376,0.8594864479315264,0.41931571919013405
0.37373737373737376,0.8601997146932953,0.41913869929795766
0.3787878787878788,0.8601997146932953,0.41909258714417164
0.3787878787878788,0.8723252496433667,0.4109453835779774
0.3888888888888889,0.8723252496433667,0.4106403153575949
0.3888888888888889,0.8744650499286734,0.40957849330155
0.3939393939393939,0.8744650499286734,0.4095305323055037
0.3939393939393939,0.8773181169757489,0.40825163047065355
0.398989898989899,0.8773181169757489,0.40779692787451793
0.398989898989899,0.8794579172610556,0.4072453258160855
0.40404040404040403,0.8794579172610556,0.40715172981750974
0.40404040404040403,0.8851640513552068,0.40493546154877635
0.4090909090909091,0.8851640513552068,0.40491458318952195
0.4090909090909091,0.8858773181169758,0.4048622889549061
0.41919191919191917,0.8858773181169758,0.4031039252461978
0.41919191919191917,0.8865905848787446,0.403049439856008
0.42424242424242425,0.8865905848787446,0.40277917444685735
0.42424242424242425,0.891583452211127,0.40037705131392975
0.4393939393939394,0.891583452211127,0.39937340389047493
0.4393939393939394,0.8958630527817404,0.39699586113829904
