best_auc_roc,best_params,total_combinations,cv_splits
0.911875,"{'classifier__estimator__max_depth': 5, 'classifier__estimator__min_samples_split': 10, 'classifier__learning_rate': 0.5, 'classifier__n_estimators': 200}",81,5
