iter	Logloss
215	0.3495837837
216	0.3485972525
217	0.3476100069
218	0.3469288897
219	0.3463888611
220	0.3459348397
221	0.3455522642
222	0.3449314678
223	0.3443365279
224	0.3437170243
225	0.3427788382
226	0.3419120979
227	0.3411091826
228	0.340480323
229	0.3399853053
230	0.3396751282
231	0.3389898944
232	0.3382004858
233	0.3376120781
234	0.3366055081
235	0.3355694752
236	0.3352644354
237	0.33465143
238	0.3340991875
239	0.3335636158
240	0.3329691863
241	0.3324148345
242	0.3315549326
243	0.3308815384
244	0.3301826619
245	0.329483309
246	0.329182624
247	0.3285734291
248	0.3281685692
249	0.3271941838
250	0.3263652758
251	0.3258153469
252	0.3254238236
253	0.324734133
254	0.3239899393
255	0.3233773081
256	0.3225036614
257	0.3217242552
258	0.3212946955
259	0.3207204409
260	0.3202384876
261	0.319394508
262	0.318941167
263	0.317986106
264	0.3169622189
265	0.3161819961
266	0.3155123443
267	0.3144293953
268	0.3140786302
269	0.3134417754
270	0.3131096203
271	0.3126142964
272	0.3120158182
273	0.3116752597
274	0.3109738995
275	0.3104644906
276	0.3096404137
277	0.3090383633
278	0.3083280894
279	0.3073532618
280	0.3068734859
281	0.3064539966
282	0.3056314847
283	0.3047620907
284	0.3041001619
285	0.3031116915
286	0.3024485719
287	0.3017274791
288	0.3012167773
289	0.3006542263
290	0.2999663048
291	0.2995112627
292	0.2990281867
293	0.2985805274
294	0.2980879933
295	0.2976972525
296	0.2969402666
297	0.2961003356
298	0.2954111552
299	0.2947554524
300	0.2942373679
301	0.2937018642
302	0.2929994494
303	0.2922957417
304	0.2917114848
305	0.2911550236
306	0.2904348834
307	0.2897775816
308	0.2888796092
309	0.2879958921
310	0.2875628281
311	0.2870226975
312	0.2865361172
313	0.2859880594
314	0.2853930856
315	0.2845233514
316	0.2840291332
317	0.2835688347
318	0.2827471054
319	0.2821673733
320	0.281855376
321	0.2813013475
322	0.2807283177
323	0.2803850033
324	0.2797634074
325	0.2791817191
326	0.2788882297
327	0.2783407673
328	0.2775591837
329	0.2772519665
330	0.27671517
331	0.2761995691
332	0.2757362597
333	0.2749727077
334	0.2744918601
335	0.2740650051
336	0.2737504562
337	0.2732272174
338	0.2726861001
339	0.2721955903
340	0.2717789249
341	0.2710135527
342	0.270502987
343	0.2698925162
344	0.2695849588
345	0.2689457055
346	0.2683101096
347	0.2677958355
348	0.2671376831
349	0.2665351904
350	0.2658781948
351	0.2652952306
352	0.2646111195
353	0.2637759515
354	0.2631732887
355	0.2626289734
356	0.2619825585
357	0.2614830499
358	0.2611329652
359	0.2606920592
360	0.2603393719
361	0.2599495157
362	0.2594892683
363	0.259026095
364	0.2586670966
365	0.2581080158
366	0.257531771
367	0.256946
368	0.2563814757
369	0.2559008152
370	0.2553682714
371	0.2550120968
372	0.254733577
373	0.2542529506
374	0.2539556848
375	0.2533816854
376	0.2531792895
377	0.2526482937
378	0.2517946518
379	0.2511721713
380	0.2507299895
381	0.2503447262
382	0.2495694707
383	0.2493126739
384	0.2489784944
385	0.2483492095
386	0.2480226509
387	0.2476143889
388	0.2472559348
389	0.2465500838
390	0.246143693
391	0.2456043789
392	0.2449463455
393	0.2446995681
394	0.2442655176
395	0.2438836565
396	0.2436062254
397	0.2429977789
398	0.2428392542
399	0.2425221026
400	0.2419124654
401	0.2415761935
402	0.2411666897
403	0.2407814435
404	0.2404306103
405	0.2400325548
406	0.2397681031
407	0.2393243903
408	0.2387840385
409	0.2385741408
410	0.2385003815
411	0.23801671
412	0.2376838914
413	0.2369839602
414	0.2366635085
415	0.2362062891
416	0.2358653223
417	0.2354607346
418	0.2350712866
419	0.234510913
420	0.2341332366
421	0.233555818
422	0.2330193107
423	0.2325207547
424	0.2321480625
425	0.2317954602
426	0.2314170013
427	0.2307859473
428	0.2303547205
429	0.2300223102
430	0.229769698
431	0.2291716962
432	0.2287219276
433	0.2283494565
434	0.2280819258
435	0.227516568
436	0.2270904615
437	0.2263867198
438	0.2260127178
439	0.2255448325
440	0.2250447455
441	0.2244697255
442	0.2241310721
443	0.2236493229
444	0.2231385361
445	0.2228063469
446	0.222493363
447	0.2221487729
448	0.2216187467
449	0.2210873937
450	0.2207438071
451	0.2203423665
452	0.2200326827
453	0.2196775968
454	0.2191862875
455	0.2190151917
456	0.2184258995
457	0.2180912267
458	0.2178543497
459	0.2175439004
460	0.2171109726
461	0.2165575564
462	0.2159802398
463	0.215796692
464	0.2153582867
465	0.2149971449
466	0.2145246837
467	0.2142223656
468	0.2139295737
469	0.2135468791
470	0.2132404955
471	0.2127288411
472	0.2122985329
473	0.2117637777
474	0.2111811878
475	0.2108760119
476	0.2104090962
477	0.2096793789
478	0.2089878681
479	0.2084457471
480	0.2081478179
481	0.2077651063
482	0.2070264923
483	0.2066804392
484	0.2063859802
485	0.2059448531
486	0.2056837355
487	0.2053990748
488	0.2050585162
489	0.2046047159
490	0.2041783033
491	0.2038342404
492	0.2034414413
493	0.2031190674
494	0.2026890655
495	0.2022916564
496	0.2020936833
497	0.2016285708
498	0.2011653295
499	0.2008159933
500	0.2004874785
501	0.2000523222
502	0.1996551683
503	0.1991001361
504	0.1986102216
505	0.1982542852
506	0.1978429612
507	0.1973972241
508	0.1971021187
509	0.1968160971
510	0.1964694657
511	0.1960310263
512	0.1958178965
513	0.1955021568
514	0.1951979166
515	0.1948837419
516	0.1945449015
517	0.1942733222
518	0.193810336
519	0.1936242706
520	0.1932869101
521	0.1928454427
522	0.1924507384
523	0.1920440244
524	0.1916268316
525	0.1913925062
526	0.1910690436
527	0.1906764146
528	0.1903153239
529	0.1900133971
530	0.1897055846
531	0.1894422556
532	0.1890673179
533	0.1888526571
534	0.1885215907
535	0.1883132409
536	0.1879394941
537	0.1874849964
538	0.1871938205
539	0.1869683918
540	0.1866738988
541	0.1863101714
542	0.1859819287
543	0.1857666045
544	0.1856078926
545	0.1852957423
546	0.1847953151
547	0.1845848901
548	0.1842915878
549	0.1840538773
550	0.1836669979
551	0.1832270446
552	0.1829617083
553	0.1825635848
554	0.1820771406
555	0.1819398454
556	0.1816779454
557	0.181220896
558	0.1809566144
559	0.1806291883
560	0.1803773076
561	0.1800533857
562	0.1796739572
563	0.1792575469
564	0.1788000553
565	0.1785450106
566	0.1778445521
567	0.1774852475
568	0.1770875322
569	0.1768200865
570	0.1765521986
571	0.1762062646
572	0.1757464935
573	0.1754516943
574	0.1750669754
575	0.1746782759
576	0.1742940333
577	0.173656294
578	0.173184241
579	0.1728593495
580	0.1725321105
581	0.1722091922
582	0.1719783031
583	0.1716001844
584	0.1713110668
585	0.1710360343
586	0.170641313
587	0.1701247594
588	0.169820281
589	0.1694679849
590	0.1691532489
591	0.1688406733
592	0.1684940929
593	0.1682500372
594	0.1680633424
595	0.1678296804
596	0.1674525144
597	0.166951866
598	0.1667561214
599	0.1665004984
600	0.1660610893
601	0.1657804432
602	0.1655139332
603	0.1651642397
604	0.1649678317
605	0.1646849741
606	0.1644165759
607	0.163921354
608	0.1637644794
609	0.1634976631
610	0.1632037995
611	0.1628070198
612	0.162586065
613	0.1623201163
614	0.1620972053
615	0.1617740829
616	0.16155454
617	0.161238222
618	0.1608959623
619	0.1605120259
620	0.1602412971
621	0.1598989864
622	0.1596306903
623	0.1593102386
624	0.1591288171
625	0.1589757359
626	0.1587679816
627	0.1585464484
628	0.1582782542
629	0.158062811
630	0.1578339971
631	0.1576071906
632	0.1573181921
633	0.1570108558
634	0.1567283555
635	0.1566395245
636	0.1563986329
637	0.1561139212
638	0.1558057344
639	0.1555212268
640	0.1552205758
641	0.1550061702
642	0.1546639786
643	0.1543373009
644	0.1539676877
645	0.153644004
646	0.1531895403
647	0.1530335842
648	0.1528955576
649	0.1526720001
650	0.1523336359
651	0.1520134735
652	0.1516976488
653	0.151465875
654	0.1511183249
655	0.1508096789
656	0.1505168529
657	0.1502963574
658	0.1500722896
659	0.1496904285
660	0.1491165482
661	0.1488864925
662	0.1487115693
663	0.1484143885
664	0.1480765687
665	0.1477131815
666	0.1476010796
667	0.1474499205
668	0.1471601906
669	0.1468940037
670	0.1466431267
671	0.1464844489
672	0.1460739414
673	0.1456995481
674	0.14537993
675	0.1450859813
676	0.1448923971
677	0.1445934642
678	0.1443211024
679	0.1439505196
680	0.1436947264
681	0.1433937523
682	0.1430612909
683	0.142670346
684	0.1423872163
685	0.1422056162
686	0.1418696591
687	0.1415802268
688	0.1411378919
689	0.1409472676
690	0.1407973844
691	0.1405951501
692	0.1403747311
693	0.1399490074
694	0.1395337709
695	0.1392424164
696	0.1388167947
697	0.1386275993
698	0.1383906627
699	0.1380806047
700	0.1378135078
701	0.1377095796
702	0.1374885908
703	0.1373507768
704	0.1371286057
705	0.1369736788
706	0.1367860994
707	0.1365582212
708	0.1364187316
709	0.1363233174
710	0.1358765256
711	0.1355844312
712	0.1353126818
713	0.1350077441
714	0.1348361889
715	0.1346422134
716	0.1341971398
717	0.1340933902
718	0.1338862653
719	0.133592912
720	0.1333219111
721	0.1330822783
722	0.1327720927
723	0.1325323408
724	0.1321272173
725	0.1317852298
726	0.1315863467
727	0.1313000359
728	0.1311627663
729	0.1309734178
730	0.1306781593
731	0.1305072251
732	0.1301819253
733	0.1298708892
734	0.1296878857
735	0.1293223976
736	0.1290183615
737	0.1286479573
738	0.1283422711
739	0.128036806
740	0.1277132414
741	0.1274920144
742	0.1271880463
743	0.1270329918
744	0.1267114514
745	0.1265650044
746	0.1264017336
747	0.1259720379
748	0.1257694804
749	0.1254520651
750	0.1251523498
751	0.1248854655
752	0.1245588218
753	0.1242201855
754	0.1240159014
755	0.1238764629
756	0.1235516394
757	0.123187223
758	0.1229629936
759	0.1226977934
760	0.1223934171
761	0.1221724282
762	0.1219135731
763	0.121625204
764	0.1213780949
765	0.1212615361
766	0.1210566566
767	0.1207628611
768	0.1205776717
769	0.1202245676
770	0.1201015701
771	0.1200225885
772	0.1198169605
773	0.1194686449
774	0.1192668444
775	0.1189836126
776	0.1186587892
777	0.118409996
778	0.1181393268
779	0.1179320828
780	0.1177083722
781	0.1174889824
782	0.1173032997
783	0.1171042294
784	0.1167909309
785	0.1164913261
786	0.1162577236
787	0.1160416254
788	0.1157649769
789	0.1156119552
790	0.1151982156
791	0.1148872816
792	0.1146399003
793	0.1144457207
794	0.1143022251
795	0.1141162192
796	0.1138102864
797	0.1134332734
798	0.1132611739
799	0.1130944414
800	0.1129542119
801	0.1128054685
802	0.1126220227
803	0.1123945953
804	0.1121656368
805	0.1119109834
806	0.1115441855
807	0.1112720873
808	0.1110612455
809	0.1108533381
810	0.1104902996
811	0.1102776291
812	0.10998926
813	0.1098152553
814	0.1095493406
815	0.1093833736
816	0.1090635684
817	0.1089094069
818	0.1086152201
819	0.1082847915
820	0.1081024515
821	0.1078943314
822	0.1074873112
823	0.1072537853
824	0.1070605158
825	0.1069593349
826	0.1067877542
827	0.1065881736
828	0.1063623622
829	0.1060504585
830	0.1058574697
831	0.1057231345
832	0.1055085843
833	0.1052241787
834	0.1049282483
835	0.1046032632
836	0.1043307653
837	0.1041483658
838	0.1038833442
839	0.103711738
840	0.1034793434
841	0.103288736
842	0.1030771798
843	0.1028513598
844	0.1025413529
845	0.1023256204
846	0.1021716631
847	0.1019715977
848	0.101821017
849	0.101673745
850	0.1014945945
851	0.1013539908
852	0.1011803348
853	0.1009643387
854	0.1007397946
855	0.100532389
856	0.1002498717
857	0.1001052534
858	0.09990248321
859	0.09971192691
860	0.09949503771
861	0.09928640731
862	0.09905596041
863	0.09899588635
864	0.09889185608
865	0.0987745573
866	0.09851022465
867	0.09836045202
868	0.09813414728
869	0.0978588596
870	0.09764828145
871	0.09743658058
872	0.09715350189
873	0.09689301371
874	0.09672059105
875	0.09652535675
876	0.09629268141
877	0.09603564645
878	0.09584376329
879	0.09559528482
880	0.09540498368
881	0.09528240301
882	0.09506801441
883	0.09484726373
884	0.09475321037
885	0.09450313287
886	0.09441445495
887	0.0942971987
888	0.09418187318
889	0.09393433881
890	0.09374331471
891	0.09360668302
892	0.09348451061
893	0.09324121196
894	0.09301292544
895	0.09291357317
896	0.09282202042
897	0.09271898529
898	0.09251565379
899	0.09234946563
900	0.09222133089
901	0.09212310985
902	0.09188360463
903	0.09171141162
904	0.09157080788
905	0.09139266955
906	0.091244581
907	0.09108905869
908	0.09090418403
909	0.09073765565
910	0.0905350131
911	0.09035138024
912	0.09014427232
913	0.08991506721
914	0.08976732739
915	0.08952239569
916	0.08934340681
917	0.08918888814
918	0.08891618612
919	0.08867287046
920	0.08848535911
921	0.08835680761
922	0.08814081998
923	0.08798859779
924	0.08779035255
925	0.08760571605
926	0.08741883411
927	0.08718724747
928	0.0870570374
929	0.08690159164
930	0.08672229656
931	0.08655757134
932	0.08637549498
933	0.08623525698
934	0.08600133134
935	0.08580031333
936	0.08564032565
937	0.08546089449
938	0.08532137944
939	0.08516392639
940	0.08502894476
941	0.08493774923
942	0.08481407135
943	0.08464302657
944	0.08452406922
945	0.08436246551
946	0.08411611339
947	0.08388871145
948	0.08369710047
949	0.08359225368
950	0.08336764152
951	0.08311013875
952	0.08299363948
953	0.08274130803
954	0.08261205057
955	0.08244636424
956	0.08232517846
957	0.08219412635
958	0.08208628563
959	0.08198466241
960	0.0818497063
961	0.08161965064
962	0.08146389018
963	0.08132927428
964	0.0811576001
965	0.0809358883
966	0.08075991036
967	0.0805845363
968	0.08035542475
969	0.08021410656
970	0.080075357
971	0.0800198759
972	0.07986743256
973	0.07971208886
974	0.07946084611
975	0.07925924122
976	0.07910087808
977	0.07895839463
978	0.07883342392
979	0.07863954199
980	0.07844887512
981	0.07836337824
982	0.07826831273
983	0.0781306944
984	0.07793696557
985	0.07787007864
986	0.07772943237
987	0.07757152002
988	0.07740050927
989	0.07729890305
990	0.07711217421
991	0.0770130601
992	0.0768655159
993	0.07675212113
994	0.07657112496
995	0.07640909597
996	0.0762422699
997	0.07605911335
998	0.07587141488
999	0.07574353531
